1,1,4
2,1,6
3,1,2
4,1,2
5,1,2
6,1,0
7,1,4
8,1,5
9,1,2
10,1,4
11,1,6
12,1,1
13,1,5
14,1,4
15,1,6
16,1,6
17,1,1
18,1,2
19,1,0
20,1,5
21,1,9
22,1,5
23,1,2
24,1,1
25,1,2
26,1,2
27,1,6
28,1,7
29,1,5
30,1,5
31,1,1
32,1,3
33,1,1
34,1,4
35,1,4
36,1,5
37,1,5
38,1,5
39,1,3
40,1,7
41,1,3
42,1,2
43,1,2
44,1,3
45,1,3
46,1,7
47,1,4
48,1,0
49,1,1
50,1,9
51,1,2
52,1,7
53,1,1
54,1,7
55,1,10
56,1,3
57,1,3
58,1,8
59,1,4
60,1,3
61,1,3
62,1,6
63,1,7
64,1,9
65,1,8
66,1,3
67,1,2
68,1,3
69,1,2
70,1,3
71,1,4
72,1,1
73,1,4
74,1,5
75,1,4
76,1,2
77,2,2
78,2,3
79,2,4
80,2,0
81,2,5
82,2,4
83,2,9
84,2,1
85,2,9
86,2,3
87,2,10
88,2,2
89,2,5
90,2,1
91,2,7
92,2,7
93,2,3
94,2,2
95,2,3
96,2,5
97,2,10
98,2,5
99,2,7
100,2,8
101,2,7
102,2,0
103,2,3
104,2,3
105,2,6
106,2,3
107,2,8
108,2,2
109,2,1
110,2,6
111,2,2
112,2,6
113,2,3
114,2,5
115,2,2
116,2,4
117,2,4
118,2,7
119,2,3
120,2,3
121,2,6
122,2,7
123,2,3
124,2,7
125,2,3
126,2,5
127,2,5
128,2,4
129,2,7
130,2,7
131,2,4
132,2,5
133,2,3
134,2,3
135,2,3
136,2,4
137,2,6
138,2,6
139,2,4
140,2,3
141,2,4
142,2,3
143,2,5
144,2,6
145,2,5
146,2,3
147,2,7
148,2,2
149,2,6
